molecule_id,therapeutic_area,molecular_weight,logP,hbond_donors,hbond_acceptors
MOL00599,Oncology,536.17,1.88,3,8
MOL00600,Cardiology,496.89,4.4,2,3
MOL00601,Immunology,364.28,1.5,4,9
MOL00602,Oncology,313.35,3.89,4,9
MOL00603,Oncology,518.92,3.55,5,9
MOL00604,Immunology,287.15,3.38,4,7
MOL00605,Oncology,502.26,4.71,2,5
MOL00606,Cardiology,326.45,3.4,1,1
MOL00607,Immunology,531.42,4.41,1,3
MOL00608,Immunology,521.66,1.82,5,3
MOL00609,Cardiology,435.26,1.91,0,5
MOL00610,Immunology,355.0,2.55,4,3
MOL00611,Neurology,257.88,1.67,5,3
MOL00612,Oncology,355.97,1.38,4,2
MOL00613,Cardiology,336.56,1.74,5,5
MOL00614,Cardiology,361.69,3.09,4,1
MOL00615,Cardiology,453.46,2.75,5,5
MOL00616,Oncology,437.04,2.9,0,7
MOL00617,Cardiology,457.35,1.87,3,6
MOL00618,Oncology,463.12,2.66,2,10
MOL00619,Cardiology,456.69,3.74,4,1
MOL00620,Cardiology,305.4,3.09,4,10
MOL00621,Immunology,523.51,2.71,0,1
MOL00622,Oncology,485.31,3.56,3,2
MOL00623,Immunology,501.47,3.08,2,8
MOL00624,Neurology,339.76,1.83,1,3
MOL00625,Oncology,375.47,4.7,4,2
MOL00626,Neurology,282.33,3.35,3,3
MOL00627,Neurology,331.56,3.19,2,10
MOL00628,Oncology,329.15,4.47,3,2
MOL00629,Cardiology,536.23,2.18,0,2
MOL00630,Neurology,407.1,1.5,4,7
MOL00631,Cardiology,385.99,3.23,0,1
MOL00632,Cardiology,372.03,4.96,1,5
MOL00633,Oncology,549.0,2.85,1,2
MOL00634,Immunology,367.22,2.29,3,2
MOL00635,Oncology,538.46,1.45,3,3
MOL00636,Neurology,500.87,1.21,0,3
MOL00637,Neurology,369.89,3.57,1,8
MOL00638,Cardiology,518.78,4.92,4,9
MOL00639,Oncology,513.48,2.6,5,7
MOL00640,Cardiology,507.11,4.32,1,3
MOL00641,Cardiology,498.57,4.25,1,8
MOL00642,Cardiology,481.65,4.68,5,2
MOL00643,Neurology,364.57,2.53,3,1
MOL00644,Cardiology,284.6,3.36,2,4
MOL00645,Neurology,263.75,3.79,3,9
MOL00646,Neurology,414.83,4.31,3,10
MOL00647,Oncology,527.8,3.66,0,9
MOL00648,Neurology,491.22,4.53,0,7
MOL00649,Immunology,263.69,1.7,4,6
MOL00650,Neurology,284.36,3.66,2,6
MOL00651,Immunology,353.27,4.59,2,2
MOL00652,Immunology,319.35,2.27,1,2
MOL00653,Neurology,361.22,3.82,3,9
MOL00654,Cardiology,360.23,2.18,4,3
MOL00655,Cardiology,512.81,1.8,0,2
MOL00656,Cardiology,301.11,4.03,3,3
MOL00657,Oncology,523.55,3.09,3,10
MOL00658,Oncology,347.4,4.42,2,2
MOL00659,Oncology,253.53,1.98,5,3
MOL00660,Immunology,388.43,3.41,2,5
MOL00661,Cardiology,538.5,4.78,1,6
MOL00662,Cardiology,491.96,3.14,5,9
MOL00663,Neurology,412.96,1.08,2,9
MOL00664,Oncology,390.66,3.39,1,7
MOL00665,Oncology,383.71,1.92,5,7
MOL00666,Immunology,515.15,3.55,3,1
MOL00667,Cardiology,541.08,3.3,3,5
MOL00668,Neurology,549.8,3.14,3,9
MOL00669,Immunology,369.73,3.67,4,9
MOL00670,Immunology,374.47,2.47,4,3
MOL00671,Cardiology,257.46,3.47,4,5
MOL00672,Cardiology,492.31,1.21,3,1
MOL00673,Neurology,352.85,4.76,3,4
MOL00674,Oncology,334.51,2.03,4,9
MOL00675,Immunology,393.51,2.88,2,2
MOL00676,Immunology,513.28,2.12,2,9
MOL00677,Neurology,307.89,4.25,3,3
MOL00678,Oncology,458.6,4.43,2,5
MOL00679,Oncology,294.67,1.7,3,7
MOL00680,Cardiology,509.28,1.04,5,3
MOL00681,Neurology,348.03,2.92,0,6
MOL00682,Neurology,325.72,4.37,4,2
MOL00683,Immunology,378.77,3.62,1,5
MOL00684,Immunology,404.07,2.26,0,3
MOL00685,Neurology,503.91,4.24,1,3
MOL00686,Neurology,428.8,1.41,5,8
MOL00687,Neurology,501.52,3.22,5,6
MOL00688,Immunology,322.93,1.36,2,6
MOL00689,Oncology,355.82,4.58,0,1
MOL00690,Neurology,374.47,2.9,3,7
MOL00691,Oncology,423.56,4.17,4,5
MOL00692,Oncology,421.63,4.43,0,7
MOL00693,Immunology,378.85,3.68,2,8
MOL00694,Immunology,528.81,1.72,4,3
MOL00695,Immunology,402.63,2.95,2,6
MOL00696,Neurology,447.0,4.71,1,2
MOL00697,Neurology,307.63,4.04,5,6
MOL00698,Cardiology,286.05,4.17,4,10
MOL00699,Immunology,501.82,4.98,5,1
MOL00700,Oncology,295.11,2.42,1,7
MOL00701,Cardiology,413.98,2.65,2,6
MOL00702,Immunology,259.56,1.78,0,7
MOL00703,Cardiology,347.85,3.13,1,4
MOL00704,Cardiology,542.85,3.64,4,3
MOL00705,Immunology,411.81,3.16,1,3
MOL00706,Oncology,530.3,3.55,5,9
MOL00707,Cardiology,363.76,1.92,5,7
MOL00708,Immunology,344.01,1.38,4,8
MOL00709,Neurology,414.22,3.17,3,6
MOL00710,Neurology,449.23,2.31,5,8
MOL00711,Immunology,452.38,4.87,4,5
MOL00712,Immunology,479.04,3.27,2,10
MOL00713,Cardiology,509.64,2.41,5,5
MOL00714,Oncology,529.69,2.29,4,9
MOL00715,Cardiology,365.75,4.79,2,8
MOL00716,Immunology,476.56,3.52,5,1
MOL00717,Neurology,385.0,1.63,1,7
MOL00718,Neurology,533.91,1.93,3,9
MOL00719,Oncology,360.99,2.83,3,8
MOL00720,Immunology,546.38,4.1,0,4
MOL00721,Cardiology,473.52,1.84,3,9
MOL00722,Immunology,417.37,3.03,0,4
MOL00723,Immunology,265.2,3.68,4,1
MOL00724,Oncology,347.41,4.01,4,2
MOL00725,Oncology,548.59,3.55,0,9
MOL00726,Oncology,395.81,4.64,3,3
MOL00727,Cardiology,506.74,4.34,5,3
MOL00728,Oncology,374.9,4.78,3,9
MOL00729,Oncology,264.37,4.95,1,4
MOL00730,Oncology,366.73,2.36,0,4
MOL00731,Neurology,523.53,1.26,1,10
MOL00732,Neurology,321.89,4.62,5,9
MOL00733,Neurology,272.28,3.68,4,7
MOL00734,Cardiology,252.86,1.94,0,8
MOL00735,Oncology,422.6,3.67,1,9
MOL00736,Neurology,515.01,3.71,4,8
MOL00737,Cardiology,465.01,1.4,3,10
MOL00738,Cardiology,479.93,3.69,3,1
MOL00739,Cardiology,347.48,2.07,1,9
MOL00740,Cardiology,365.06,4.84,5,10
MOL00741,Neurology,294.62,3.29,4,4
MOL00742,Cardiology,519.24,2.67,0,8
MOL00743,Neurology,325.05,3.65,3,8
MOL00744,Cardiology,311.08,4.91,2,3
MOL00745,Neurology,536.68,2.95,0,8
MOL00746,Neurology,543.5,2.67,5,9
MOL00747,Cardiology,435.15,1.68,3,8
MOL00748,Neurology,402.72,1.58,5,4
MOL00749,Oncology,351.21,4.1,4,8
MOL00750,Cardiology,307.33,3.27,1,5
MOL00751,Neurology,545.9,2.87,0,4
MOL00752,Neurology,419.42,2.2,2,1
MOL00753,Cardiology,373.76,4.68,2,5
MOL00754,Neurology,388.28,1.52,2,10
MOL00755,Neurology,546.98,2.4,4,3
MOL00756,Immunology,511.83,3.93,0,4
MOL00757,Neurology,287.46,1.34,3,4
MOL00758,Oncology,512.42,4.14,4,10
MOL00759,Neurology,447.27,1.74,5,1
MOL00760,Neurology,356.33,3.12,5,1
MOL00761,Cardiology,362.19,3.97,1,6
MOL00762,Oncology,421.35,1.23,4,8
MOL00763,Neurology,407.14,4.01,2,5
MOL00764,Oncology,296.93,4.57,0,9
MOL00765,Oncology,421.94,2.69,5,4
MOL00766,Cardiology,365.92,3.28,4,3
MOL00767,Neurology,388.16,1.71,3,2
MOL00768,Cardiology,431.83,4.6,1,4
MOL00769,Neurology,313.99,1.18,2,8
MOL00770,Immunology,512.62,2.67,4,1
MOL00771,Immunology,438.26,2.22,2,8
MOL00772,Cardiology,420.44,2.04,0,3
MOL00773,Cardiology,450.15,2.7,5,1
MOL00774,Immunology,255.77,1.92,0,8
MOL00775,Oncology,415.6,2.94,2,1
MOL00776,Neurology,370.68,4.16,1,3
MOL00777,Oncology,407.18,3.19,2,2
MOL00778,Oncology,448.91,1.93,3,2
MOL00779,Oncology,444.75,2.06,5,1
MOL00780,Immunology,506.22,4.36,1,4
MOL00781,Immunology,549.65,3.47,3,7
MOL00782,Cardiology,494.57,1.43,3,4
MOL00783,Cardiology,388.89,1.83,4,6
MOL00784,Neurology,296.84,3.08,3,1
MOL00785,Cardiology,430.76,3.39,4,5
MOL00786,Cardiology,527.95,3.27,1,2
MOL00787,Cardiology,291.42,4.79,5,8
MOL00788,Cardiology,527.48,2.86,1,10
MOL00789,Immunology,364.1,2.19,1,1
MOL00790,Oncology,539.34,2.0,4,3
MOL00791,Immunology,311.37,3.13,1,9
MOL00792,Neurology,534.23,3.63,3,9
MOL00793,Immunology,539.17,1.24,1,1
MOL00794,Immunology,417.3,4.72,2,5
MOL00795,Cardiology,407.1,1.23,3,7
MOL00796,Oncology,414.32,4.77,4,8
MOL00797,Oncology,424.01,4.47,5,4
MOL00798,Immunology,457.92,4.31,1,4
MOL00799,Oncology,479.89,3.65,2,7
MOL00800,Immunology,385.7,3.32,5,3
MOL00801,Oncology,314.03,1.26,5,7
MOL00802,Cardiology,309.3,2.15,1,2
MOL00803,Neurology,439.17,3.57,0,2
MOL00804,Immunology,526.49,2.17,0,4
MOL00805,Oncology,452.44,4.75,2,8
MOL00806,Neurology,266.08,2.86,3,3
MOL00807,Oncology,363.05,2.87,2,4
MOL00808,Neurology,270.71,1.58,0,7
MOL00809,Immunology,510.41,2.5,3,6
MOL00810,Oncology,407.83,4.75,0,7
MOL00811,Immunology,291.82,3.94,5,4
MOL00812,Neurology,278.36,3.96,1,7
MOL00813,Oncology,297.49,4.78,1,9
MOL00814,Cardiology,472.89,3.44,4,1
MOL00815,Immunology,289.38,1.48,3,1
MOL00816,Neurology,471.21,3.07,2,8
MOL00817,Cardiology,385.78,1.19,0,7
MOL00818,Immunology,475.76,2.44,4,3
MOL00819,Immunology,371.23,4.79,2,10
MOL00820,Neurology,484.38,2.7,2,4
MOL00821,Cardiology,339.57,1.41,0,1
MOL00822,Immunology,545.23,2.05,2,2
MOL00823,Cardiology,375.57,2.49,1,2
MOL00824,Cardiology,250.53,3.99,5,6
MOL00825,Immunology,492.02,3.18,5,7
MOL00826,Oncology,332.45,3.79,0,1
MOL00827,Neurology,545.37,1.55,1,7
MOL00828,Immunology,370.27,4.62,4,3
MOL00829,Immunology,374.98,1.33,3,4
MOL00830,Neurology,375.78,4.41,5,3
MOL00831,Immunology,468.26,2.16,2,4
MOL00832,Oncology,514.47,2.27,3,5
MOL00833,Immunology,407.84,2.99,4,1
MOL00834,Neurology,286.73,2.61,0,6
MOL00835,Cardiology,413.54,2.07,2,6
MOL00836,Neurology,541.39,1.76,4,8
MOL00837,Immunology,519.6,3.99,4,9
MOL00838,Cardiology,482.0,4.47,5,10
MOL00839,Oncology,331.86,1.43,3,3
MOL00840,Neurology,301.49,4.79,4,9
MOL00841,Cardiology,393.04,1.53,2,4
MOL00842,Cardiology,355.46,4.64,2,9
MOL00843,Immunology,423.04,1.49,5,4
MOL00844,Cardiology,269.46,1.94,3,10
MOL00845,Cardiology,445.17,3.89,3,6
MOL00846,Cardiology,313.81,3.83,5,1
MOL00847,Immunology,352.22,1.98,1,2
MOL00848,Cardiology,392.51,1.81,3,9
MOL00849,Neurology,303.79,3.57,1,4
MOL00850,Immunology,435.54,3.1,4,6
MOL00851,Neurology,441.49,1.69,1,5
MOL00852,Cardiology,284.65,3.15,1,6
MOL00853,Cardiology,430.18,4.56,4,8
MOL00854,Cardiology,475.75,1.98,5,3
MOL00855,Neurology,468.78,2.18,3,10
MOL00856,Immunology,297.21,4.15,4,9
MOL00857,Cardiology,316.26,4.79,1,3
MOL00858,Immunology,418.57,1.57,4,10
MOL00859,Oncology,323.58,3.77,2,3
MOL00860,Neurology,549.07,4.0,5,3
MOL00861,Neurology,508.7,4.45,1,6
MOL00862,Cardiology,305.35,2.29,3,8
MOL00863,Immunology,286.13,2.56,3,2
MOL00864,Oncology,450.49,3.2,4,3
MOL00865,Cardiology,378.97,1.73,5,1
MOL00866,Oncology,451.79,1.24,4,5
MOL00867,Immunology,400.22,2.39,5,6
MOL00868,Cardiology,529.4,4.76,3,10
MOL00869,Immunology,500.61,1.08,0,3
MOL00870,Neurology,253.35,3.59,0,9
MOL00871,Immunology,491.42,3.93,0,3
MOL00872,Neurology,508.94,3.05,3,1
MOL00873,Cardiology,318.64,1.18,1,9
MOL00874,Oncology,374.48,4.34,1,5
MOL00875,Oncology,358.95,4.09,0,5
MOL00876,Cardiology,513.04,1.59,4,1
MOL00877,Cardiology,296.01,2.63,4,9
MOL00878,Neurology,354.96,1.84,2,10
MOL00879,Immunology,254.22,4.7,4,2
MOL00880,Cardiology,322.18,4.34,2,8
MOL00881,Immunology,293.61,3.95,3,4
MOL00882,Oncology,526.74,4.33,0,9
MOL00883,Neurology,291.09,2.62,1,5
MOL00884,Oncology,313.68,3.91,3,2
MOL00885,Neurology,318.79,1.49,1,4
MOL00886,Oncology,338.76,2.69,0,10
MOL00887,Immunology,350.42,3.48,0,7
MOL00888,Neurology,398.94,3.79,1,3
MOL00889,Cardiology,473.11,3.75,2,3
MOL00890,Cardiology,289.43,2.81,5,7
MOL00891,Cardiology,462.62,2.01,0,8
MOL00892,Neurology,399.31,4.64,1,9
MOL00893,Oncology,484.02,1.97,0,3
MOL00894,Cardiology,262.49,1.65,3,6
MOL00895,Oncology,533.08,2.27,1,6
MOL00896,Neurology,504.28,2.57,2,7
MOL00897,Neurology,416.24,2.66,5,2
MOL00898,Immunology,437.64,3.26,4,2
MOL00899,Oncology,406.6,4.79,2,9
MOL00900,Cardiology,469.29,4.13,4,5
MOL00901,Immunology,414.51,4.23,0,5
MOL00902,Immunology,389.33,3.41,0,2
MOL00903,Cardiology,537.18,3.58,2,3
MOL00904,Neurology,477.91,4.63,5,10
MOL00905,Cardiology,448.01,3.72,1,1
MOL00906,Neurology,405.56,1.98,4,10
MOL00907,Cardiology,345.03,3.05,3,10
MOL00908,Cardiology,288.18,2.15,5,3
MOL00909,Oncology,404.16,4.43,0,1
MOL00910,Neurology,412.34,2.61,2,9
MOL00911,Neurology,335.74,2.13,4,9
MOL00912,Oncology,543.41,4.09,0,3
MOL00913,Neurology,459.73,3.69,3,7
MOL00914,Oncology,275.96,4.13,1,1
MOL00915,Neurology,356.84,4.06,1,9
MOL00916,Immunology,296.5,3.08,1,2
MOL00917,Oncology,423.64,1.25,4,5
MOL00918,Cardiology,270.23,3.08,4,10
MOL00919,Neurology,429.04,2.23,2,1
MOL00920,Oncology,378.79,1.45,3,2
MOL00921,Neurology,467.75,2.67,5,6
MOL00922,Immunology,459.67,3.65,3,8
MOL00923,Oncology,503.28,3.24,4,3
MOL00924,Immunology,259.06,2.54,1,4
MOL00925,Neurology,278.34,4.18,3,3
MOL00926,Immunology,389.4,2.77,2,2
MOL00927,Immunology,331.89,4.44,5,8
MOL00928,Immunology,313.18,3.05,5,9
MOL00929,Oncology,329.17,4.64,5,6
MOL00930,Oncology,331.92,2.34,2,5
MOL00931,Oncology,361.71,3.69,1,9
MOL00932,Immunology,328.51,2.13,3,8
MOL00933,Cardiology,267.98,2.56,0,2
MOL00934,Immunology,320.27,2.8,0,3
MOL00935,Cardiology,446.06,3.03,4,7
MOL00936,Cardiology,447.44,4.23,2,1
MOL00937,Cardiology,327.22,2.77,2,1
MOL00938,Cardiology,272.87,4.8,3,5
MOL00939,Neurology,546.21,1.89,2,8
MOL00940,Cardiology,401.46,4.54,5,5
MOL00941,Cardiology,341.26,3.01,4,3
MOL00942,Oncology,468.67,2.25,3,4
MOL00943,Neurology,313.61,1.83,5,1
MOL00944,Oncology,440.16,1.54,4,9
MOL00945,Immunology,418.65,2.94,1,4
MOL00946,Cardiology,500.74,2.74,5,9
MOL00947,Neurology,324.26,1.0,0,3
MOL00948,Cardiology,366.86,1.24,0,6
MOL00949,Neurology,532.76,3.57,2,8
MOL00950,Cardiology,296.64,4.87,0,9
MOL00951,Immunology,258.54,1.85,4,6
MOL00952,Neurology,457.02,3.61,1,5
MOL00953,Oncology,330.88,4.07,3,9
MOL00954,Cardiology,471.49,1.72,3,6
MOL00955,Neurology,531.52,4.63,1,8
MOL00956,Cardiology,267.6,1.5,3,6
MOL00957,Neurology,522.92,2.88,3,7
MOL00958,Cardiology,252.97,4.13,4,7
MOL00959,Oncology,349.64,1.16,1,4
MOL00960,Cardiology,518.99,3.34,3,2
MOL00961,Immunology,530.82,3.27,0,10
MOL00962,Neurology,261.41,4.13,1,6
MOL00963,Immunology,286.53,4.65,3,4
MOL00964,Neurology,368.1,4.2,4,3
MOL00965,Oncology,276.06,4.42,3,7
MOL00966,Immunology,425.9,3.65,1,9
MOL00967,Cardiology,250.05,1.71,5,10
MOL00968,Oncology,385.93,3.47,1,10
MOL00969,Oncology,465.07,1.92,0,10
MOL00970,Oncology,251.89,2.6,5,10
MOL00971,Cardiology,528.62,3.31,5,2
MOL00972,Cardiology,271.44,1.67,2,8
MOL00973,Neurology,514.88,2.97,2,7
MOL00974,Immunology,298.91,3.82,2,3
MOL00975,Oncology,306.72,1.55,1,1
MOL00976,Immunology,509.39,4.81,3,9
MOL00977,Neurology,292.17,3.14,4,1
MOL00978,Oncology,319.84,2.28,1,4
MOL00979,Oncology,431.27,2.03,0,2
MOL00980,Cardiology,527.95,3.53,2,2
MOL00981,Cardiology,529.36,2.62,2,9
MOL00982,Neurology,413.04,1.56,5,4
MOL00983,Neurology,379.54,3.66,3,4
MOL00984,Immunology,346.07,4.1,4,10
MOL00985,Neurology,540.98,3.96,5,3
MOL00986,Cardiology,295.82,2.04,5,10
MOL00987,Cardiology,464.26,2.86,2,2
MOL00988,Cardiology,495.05,3.97,1,1
MOL00989,Neurology,493.88,1.09,4,4
MOL00990,Oncology,528.6,4.31,0,2
MOL00991,Immunology,387.03,3.19,5,2
MOL00992,Neurology,312.48,3.0,1,5
MOL00993,Cardiology,270.25,1.49,4,8
MOL00994,Oncology,484.13,4.92,5,5
MOL00995,Cardiology,545.81,1.91,5,2
MOL00996,Neurology,540.58,1.09,1,3
MOL00997,Oncology,457.64,3.87,5,5
MOL00998,Immunology,473.1,2.57,3,8
MOL00999,Immunology,527.23,1.21,5,4
MOL01000,Oncology,259.83,3.95,0,6
MOL01001,Neurology,437.91,3.48,3,8
MOL01002,Cardiology,431.22,3.6,3,8
MOL01003,Neurology,436.39,4.14,5,4
MOL01004,Cardiology,543.61,4.93,5,10
MOL01005,Immunology,336.03,3.34,3,7
MOL01006,Cardiology,412.33,3.35,3,4
MOL01007,Neurology,505.05,3.63,3,1
MOL01008,Immunology,526.72,4.16,0,1
MOL01009,Immunology,454.64,1.71,5,2
MOL01010,Cardiology,354.77,4.67,4,8
MOL01011,Neurology,457.05,4.82,5,6
MOL01012,Cardiology,296.49,4.97,5,6
MOL01013,Cardiology,297.25,4.24,5,8
MOL01014,Oncology,334.0,2.12,2,2
MOL01015,Immunology,390.84,3.0,0,2
MOL01016,Cardiology,309.14,1.47,4,10
MOL01017,Neurology,332.49,4.51,0,7
MOL01018,Immunology,449.13,3.17,1,7
MOL01019,Neurology,314.42,1.68,2,9
MOL01020,Oncology,368.44,1.11,4,3
MOL01021,Immunology,505.0,1.12,1,9
MOL01022,Oncology,415.51,2.23,4,1
MOL01023,Neurology,343.42,1.78,1,9
MOL01024,Oncology,364.71,4.56,3,7
MOL01025,Cardiology,304.58,4.32,3,5
MOL01026,Cardiology,534.01,2.4,5,10
MOL01027,Immunology,418.36,3.44,4,6
MOL01028,Immunology,290.19,2.1,3,10
MOL01029,Immunology,256.76,4.62,0,6
MOL01030,Neurology,322.99,1.63,3,3
MOL01031,Oncology,302.26,1.84,3,10
MOL01032,Neurology,461.73,4.47,4,9
MOL01033,Cardiology,341.63,2.34,4,5
MOL01034,Cardiology,477.88,4.3,1,3
MOL01035,Neurology,506.58,1.02,0,2
MOL01036,Neurology,439.84,2.09,2,2
MOL01037,Neurology,530.47,1.62,3,5
MOL01038,Cardiology,371.76,2.9,4,3
MOL01039,Neurology,471.26,2.95,2,6
MOL01040,Immunology,500.78,2.37,3,7
MOL01041,Neurology,327.17,2.74,1,4
MOL01042,Immunology,270.02,1.46,3,7
MOL01043,Immunology,527.55,3.16,5,3
MOL01044,Oncology,250.73,4.71,3,4
MOL01045,Immunology,389.4,1.53,5,4
MOL01046,Immunology,330.76,4.44,2,7
MOL01047,Cardiology,321.82,4.05,2,4
MOL01048,Neurology,394.77,1.03,3,5
MOL01049,Neurology,509.84,1.04,4,4
MOL01050,Neurology,432.23,1.56,3,3
MOL01051,Immunology,513.37,2.27,4,1
MOL01052,Oncology,358.33,4.95,0,7
MOL01053,Immunology,495.23,4.22,1,5
MOL01054,Cardiology,260.04,4.46,2,5
MOL01055,Cardiology,254.3,1.18,0,6
MOL01056,Neurology,379.73,1.62,3,3
MOL01057,Neurology,454.19,4.17,3,5
MOL01058,Immunology,346.65,2.29,2,6
MOL01059,Oncology,300.99,4.03,3,8
MOL01060,Oncology,441.54,4.34,0,6
MOL01061,Oncology,465.25,1.25,5,5
MOL01062,Immunology,458.02,4.3,5,10
MOL01063,Cardiology,284.57,3.16,2,4
MOL01064,Oncology,448.4,2.52,1,10
MOL01065,Immunology,455.9,2.16,5,5
MOL01066,Immunology,359.14,4.02,2,9
MOL01067,Oncology,514.15,4.62,4,2
MOL01068,Cardiology,345.74,2.96,5,5
MOL01069,Immunology,517.06,3.85,5,5
MOL01070,Oncology,260.67,1.05,3,7
MOL01071,Immunology,421.37,1.17,5,9
MOL01072,Cardiology,388.48,3.05,5,1
MOL01073,Cardiology,403.74,3.08,0,8
MOL01074,Cardiology,287.3,1.63,1,3
MOL01075,Oncology,274.52,4.09,0,8
MOL01076,Immunology,300.93,4.1,4,1
MOL01077,Neurology,330.23,4.39,1,8
MOL01078,Cardiology,482.72,4.12,4,4
MOL01079,Immunology,543.07,4.52,5,1
MOL01080,Oncology,496.49,1.48,3,5
MOL01081,Cardiology,392.12,3.81,4,7
MOL01082,Immunology,405.26,1.85,4,10
MOL01083,Cardiology,381.19,3.99,0,8
MOL01084,Cardiology,460.81,3.23,1,2
MOL01085,Immunology,271.75,2.45,2,1
MOL01086,Oncology,452.95,3.63,0,9
MOL01087,Neurology,382.9,2.82,2,10
MOL01088,Cardiology,375.91,2.84,1,3
MOL01089,Neurology,432.51,1.66,0,4
MOL01090,Neurology,451.36,2.26,1,7
MOL01091,Cardiology,311.82,1.92,5,10
MOL01092,Oncology,271.17,4.83,4,9
MOL01093,Cardiology,270.11,3.84,2,7
MOL01094,Cardiology,377.25,1.93,5,9
MOL01095,Oncology,301.22,3.41,1,3
MOL01096,Cardiology,481.8,4.27,1,6
MOL01097,Immunology,382.33,2.56,2,3
MOL01098,Immunology,441.84,2.9,0,10
MOL01099,Cardiology,409.9,3.97,4,8
MOL01100,Cardiology,261.05,3.57,4,9
MOL01101,Neurology,263.63,3.45,4,10
MOL01102,Neurology,295.53,4.44,1,3
MOL01103,Cardiology,297.81,3.11,0,9
MOL01104,Cardiology,498.56,1.52,2,10
MOL01105,Immunology,419.46,2.21,3,8
MOL01106,Oncology,498.16,4.02,4,3
MOL01107,Cardiology,538.75,1.08,1,10
MOL01108,Neurology,280.18,2.82,3,3
MOL01109,Neurology,312.27,3.1,5,10
MOL01110,Immunology,447.74,3.67,3,5
MOL01111,Immunology,508.36,1.16,5,5
MOL01112,Neurology,445.0,3.16,5,2
MOL01113,Oncology,521.92,4.12,5,5
MOL01114,Neurology,332.01,1.43,4,1
MOL01115,Immunology,344.19,2.34,3,8
MOL01116,Oncology,277.05,1.75,4,8
MOL01117,Cardiology,392.92,1.63,0,10
MOL01118,Cardiology,308.02,3.38,1,10
MOL01119,Cardiology,542.12,3.44,0,8
MOL01120,Cardiology,518.48,3.76,5,6
MOL01121,Neurology,503.76,4.28,0,10
MOL01122,Oncology,253.18,2.17,1,6
MOL01123,Oncology,452.61,1.82,1,3
MOL01124,Cardiology,505.44,4.29,4,5
MOL01125,Immunology,473.82,2.34,0,4
MOL01126,Cardiology,295.36,4.53,2,9
MOL01127,Immunology,264.15,3.44,0,9
MOL01128,Oncology,288.31,3.69,1,9
MOL01129,Neurology,479.35,2.37,5,1
MOL01130,Neurology,368.19,1.04,1,3
MOL01131,Neurology,315.79,4.01,5,7
MOL01132,Oncology,529.77,2.47,2,4
MOL01133,Oncology,418.63,2.13,1,1
MOL01134,Oncology,454.29,2.72,1,5
MOL01135,Oncology,362.16,3.49,3,7
MOL01136,Neurology,416.48,2.09,1,9
MOL01137,Immunology,493.86,2.51,4,10
MOL01138,Oncology,492.93,2.95,5,8
MOL01139,Neurology,292.09,4.3,5,10
MOL01140,Immunology,511.42,4.74,5,5
MOL01141,Cardiology,487.0,4.73,1,4
MOL01142,Immunology,341.53,3.62,3,2
MOL01143,Neurology,515.13,3.04,5,9
MOL01144,Neurology,437.0,1.05,2,6
MOL01145,Immunology,526.62,1.31,0,5
MOL01146,Neurology,356.73,4.83,1,10
MOL01147,Cardiology,490.25,4.87,1,7
MOL01148,Cardiology,536.24,4.0,5,2
MOL01149,Immunology,294.77,1.18,5,10
MOL01150,Cardiology,537.71,4.28,1,7
MOL01151,Cardiology,532.6,3.06,2,5
MOL01152,Cardiology,414.14,2.95,2,5
MOL01153,Oncology,538.33,1.81,2,7
MOL01154,Cardiology,502.78,3.0,4,8
MOL01155,Immunology,303.59,1.01,5,7
MOL01156,Neurology,327.01,1.82,0,10
MOL01157,Oncology,265.6,1.95,3,6
MOL01158,Immunology,271.42,1.59,4,6
MOL01159,Oncology,313.09,1.87,1,4
MOL01160,Immunology,491.93,2.24,4,1
MOL01161,Cardiology,454.62,3.12,3,2
MOL01162,Neurology,330.71,1.58,4,1
MOL01163,Oncology,301.45,2.69,2,2
MOL01164,Oncology,509.55,3.63,4,3
MOL01165,Neurology,329.21,1.1,4,5
MOL01166,Oncology,443.38,4.58,0,9
MOL01167,Neurology,443.71,3.46,5,9
MOL01168,Oncology,401.0,3.26,3,10
MOL01169,Immunology,496.13,4.85,1,6
MOL01170,Oncology,259.22,3.66,5,10
MOL01171,Neurology,361.27,2.69,5,10
MOL01172,Oncology,336.58,3.96,0,2
MOL01173,Immunology,525.41,2.55,5,9
MOL01174,Immunology,422.41,2.96,5,2
MOL01175,Immunology,316.61,3.9,5,6
MOL01176,Oncology,358.15,2.02,0,7
MOL01177,Neurology,419.41,1.29,0,8
MOL01178,Neurology,307.93,3.97,1,7
MOL01179,Immunology,347.15,3.8,5,2
MOL01180,Cardiology,479.35,1.71,2,8
MOL01181,Oncology,284.11,1.32,5,6
MOL01182,Cardiology,387.06,1.96,0,7
MOL01183,Cardiology,503.54,3.27,2,8
MOL01184,Oncology,369.22,4.88,5,4
MOL01185,Neurology,251.44,2.07,0,4
MOL01186,Neurology,469.99,2.38,1,9
MOL01187,Immunology,440.19,3.68,1,8
MOL01188,Immunology,521.68,3.11,5,7
MOL01189,Oncology,339.72,4.23,5,5
MOL01190,Oncology,333.61,2.08,5,6
MOL01191,Oncology,536.19,4.38,3,5
MOL01192,Oncology,490.55,1.32,0,7
MOL01193,Immunology,534.98,4.17,0,7
MOL01194,Neurology,426.9,4.47,1,8
MOL01195,Oncology,460.3,3.91,0,6
MOL01196,Neurology,502.03,4.24,2,6
MOL01197,Cardiology,476.84,1.4,1,7
